entity_name,address,floor,borough,state,zip,aed_num_person_trained,aed_num_aeds,latitude,longitude,community_district,council_district,census_tract_2010,nta_code,bbl,bin,location_point
Macy's Inc. - Macy's #082: Mall at Bay Plaza,250 BAYCHESTER AVENUE,-,Bronx,New York,10475,1,1,40.86427387,-73.82964215,210,12,46201,BX13,2051410001,2119954,POINT (-73.82964215 40.86427387)
Morgan Stanley - ISG - New York Metro - 1 NY Plaza - Floor: 11,1 NEW YORK PLAZA,Floor: 11,Manhattan,New York,10004,1,1,40.70253319,-74.01256178,101,1,900,MN25,1000047501,1000005,POINT (-74.01256178 40.70253319)
Polsinelli,600 THIRD AVENUE,41st Floor,Manhattan,New York,10016,1,1,40.74897277,-73.9757828,106,4,8000,MN20,1008950045,1019483,POINT (-73.9757828 40.74897277)
Philips Returns AED,162-02 HILLSIDE AVENUE,Main Lobby,Manhattan,New York,1,NA,1,40.70847218,-73.80006469,412,24,44602,QN61,4097680022,4209031,POINT (-73.80006469 40.70847218)
The Jermaine L. Green STEM Institute of Queens,126-10 Bedell Street,3rd Floor By Center Stairwell,Queens,New York,11434,16,1,40.68030159,-73.77443215,412,28,33402,QN02,4124950065,4270045,POINT (-73.77443215 40.68030159)
M.S. 035 Stephen Decatur,272 Macdonough Street,main entrance,Brooklyn,New York,11233,7,1,40.68189722,-73.93589463,303,36,27300,BK35,3016740011,3047054,POINT (-73.93589463 40.68189722)
South Bronx Classical Charter School IV,757 Concourse Village West,3rd Floor Outside elevator,Bronx,New York,10451,4,1,40.82371657,-73.92302459,204,16,5902,BX14,2024587502,2129146,POINT (-73.92302459 40.82371657)
Young Women's Leadership School - Jamaica,150-91 87 Road,Outside Room 426,Queens,New York,11432,5,1,40.70751966,-73.80641206,408,24,23600,QN35,4097070048,4207510,POINT (-73.80641206 40.70751966)
I.S. 136 Charles O. Dewey,4004 Fourth Avenue,Main Entrance,Brooklyn,New York,11232,13,1,40.65196942,-74.00686174,307,38,8200,BK32,3007130020,3010580,POINT (-74.00686174 40.65196942)
The Metropolitan Museum of Art,1000 FIFTH AVENUE,ground floor / uris coat room,Manhattan,New York,10028,17,1,40.77862632,-73.96254586,164,6,14300,MN99,1011110001,1083810,POINT (-73.96254586 40.77862632)
APHIS PPQ & Field Ops - Spotted Lanternfly Program NY-East Region,246-5 Rockaway Blvd,Floor 2,Queens,New York,11413,1,1,40.65030099,-73.75694755,413,31,66400,QN05,NA,NA,POINT (-73.75694755 40.65030099)
Art and Design High School,245 East 56 Street,main entrance,Manhattan,New York,10022,7,1,40.7591454,-73.96699314,106,4,10800,MN19,1013307502,1090233,POINT (-73.96699314 40.7591454)
P.S. 106 Parkchester,1514 Olmstead Avenue,Outside RM 319,Bronx,New York,10462,8,1,40.83636746,-73.85517371,209,18,22200,BX46,2039460007,2041211,POINT (-73.85517371 40.83636746)
Institute for Health Professions at Cambria Heights,207-01 116 Avenue,Outside Room 318A,Queens,New York,11411,11,1,40.69781088,-73.74572742,413,27,53401,QN33,4110490001,4238003,POINT (-73.74572742 40.69781088)
The Stahl Organization,340 EAST 57 STREET,1st floor / Lobby,Manhattan,New York,10022,2,1,40.75875201,-73.96400816,106,4,10800,MN19,1013490035,1039988,POINT (-73.96400816 40.75875201)
Bronx Regional High School,1010 Rev. J. A. Polite Avenue,1st Floor,Bronx,New York,10459,5,1,40.82352492,-73.8988707,202,17,12901,BX33,2026980012,2005366,POINT (-73.8988707 40.82352492)
P.S. 273 Queens,88-07 102 Street,Outside Room 309,Queens,New York,11418,11,1,40.69359867,-73.84463061,409,29,2800,QN54,4092880101,4539360,POINT (-73.84463061 40.69359867)
"Intercontinental Exchange - New York, NY (12 Broad Street)",12 BROAD STREET,-,Manhattan,New York,10005,1,1,40.70674109,-74.01091425,101,1,700,MN25,1000230019,1078981,POINT (-74.01091425 40.70674109)
Queens Metropolitan High School,91-30 Metropolitan Avenue,Main Entrance for school P233,Queens,New York,11374,16,1,40.71135936,-73.85669802,406,29,64500,QN17,4038860800,4447233,POINT (-73.85669802 40.71135936)
Conde Nast Building,4 Times Square,24th floor / security desk,Manhattan,New York,10036,0,1,40.75617401,-73.98624415,105,4,11900,MN17,1009950005,1085682,POINT (-73.98624415 40.75617401)
"Mutual Redevelopment Houses, Inc - 7A Phy. Act. Sudio",330 WEST 28 STREET,-,Manhattan,New York,10001,1,1,40.7491235,-73.99701886,104,3,9700,MN13,1007510001,1082796,POINT (-73.99701886 40.7491235)
P.S. 274 Kosciusko,800 Bushwick Avenue,Mini School behind Security Desk,Brooklyn,New York,11221,12,1,40.6949137,-73.92793043,304,34,39300,BK78,3032410037,3073752,POINT (-73.92793043 40.6949137)
Epstein Becker Green,250 PARK AVENUE,12th floor / elevator lobby,Manhattan,New York,10177,16,1,40.7550112,-73.97556764,105,4,9400,MN17,1012820034,1035405,POINT (-73.97556764 40.7550112)
Morgan Stanley - CMP073 - 590 Madison - NEW YORK NY 590 - Floor: 10,590 MADISON AVENUE,Floor: 10,Manhattan,New York,10022,5,1,40.76213864,-73.97247861,105,4,11202,MN17,1012920015,1035778,POINT (-73.97247861 40.76213864)
Department of Citywide Administrative Services,198 EAST 161 STREET,10TH FLOOR,Bronx,New York,10451,2,1,40.82634742,-73.92102336,204,16,6100,BX14,2024430094,2099027,POINT (-73.92102336 40.82634742)
Perkins Coie LLP,30 ROCKEFELLER PLAZA,floor 25 / mailroom,Manhattan,New York,10112,13,1,40.75874744,-73.97869222,105,4,10400,MN17,1012657501,1076262,POINT (-73.97869222 40.75874744)
Gibney Dance,890 BROADWAY,near exit stairwell across from studio 2,Manhattan,New York,10003,8,1,40.73859694,-73.98991048,105,2,5200,MN13,1008487502,1016163,POINT (-73.98991048 40.73859694)
I.S. 061 William A Morris,445 Castleton Avenue,MAIN ENTRANCE,Staten Island,New York,10301,11,1,40.63400168,-74.09782538,501,49,6700,SI35,5001000100,5002227,POINT (-74.09782538 40.63400168)
Brookfield Properties - New York - 225 Liberty Street - 44th Floor,225 LIBERTY STREET,-,Manhattan,New York,10281,6,6,40.71153017,-74.01567279,101,1,31703,MN25,1000160125,1000058,POINT (-74.01567279 40.71153017)
Morgan Stanley - 750 7th Avenue - Floor: 30,750 SEVENTH AVENUE,Floor: 30,Manhattan,New York,10019,1,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
Morgan Stanley - ISG - New York Metro - 750 7th Ave - Floor: 19,750 SEVENTH AVENUE,Floor: 19,Manhattan,New York,10019,1,1,40.76074642,-73.98352505,105,3,12500,MN17,1010210026,1024795,POINT (-73.98352505 40.76074642)
"CPW Dentistry - New York, NY",25 WEST 68 STREET,-------,Manhattan,New York,10023,30,1,40.77418402,-73.97906998,107,6,15300,MN14,1011210017,1028453,POINT (-73.97906998 40.77418402)
High School for Environmental Studies,444 West 56 Street,5th Floor by Elevator,Manhattan,New York,10019,13,1,40.76778448,-73.98753056,104,6,13900,MN15,1010650001,1026841,POINT (-73.98753056 40.76778448)
Storefront Academy Charter School,609 Jackson Avenue,ouside cafeteria 3rd floor,Bronx,New York,10454,10,1,40.81484863,-73.90850096,201,8,7300,BX34,2026230211,2004435,POINT (-73.90850096 40.81484863)
Insight Communications,810 SEVENTH AVENUE,41st Floor,Manhattan,New York,10019,6,1,40.76263186,-73.98214562,105,3,13100,MN17,1010240038,1024828,POINT (-73.98214562 40.76263186)
Growing Up Green Charter Middle School,34-12 10th Street,Main Entrance,Queens,New York,11106,10,1,40.76449438,-73.93887246,401,22,3900,QN68,4003240032,4003863,POINT (-73.93887246 40.76449438)
Congregation Or Zarua,127 East 82nd Street,2nd Floor / Sanctuary,Manhattan,New York,10028,7,1,40.777138,-73.957987,108,4,140,MN0802,1015110014,1047608,POINT (-73.957987 40.777138)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: 17,1585 BROADWAY,Floor: 17,Manhattan,New York,10036,4,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
Waterside School For Leadership,190 Beach 110 Street,Main Entrance,Queens,New York,11694,8,1,40.58092084,-73.83183651,414,32,93800,QN10,4161810001,4303853,POINT (-73.83183651 40.58092084)
The Longwood Academy of Discovery,888 Rev J A Polite Ave,Outside room 408,Bronx,New York,10459,11,1,40.82039595,-73.8989116,202,17,8700,BX33,2026960085,2005348,POINT (-73.8989116 40.82039595)
Hearst Corporation,300 WEST 57 STREET,Floor 14 Wellness Center,Manhattan,New York,10019,63,1,40.76643902,-73.98332508,104,6,13900,MN15,1010477502,1025451,POINT (-73.98332508 40.76643902)
P.S. 038 George Cromwell,421 Lincoln Avenue,main entrance,Staten Island,New York,10306,9,1,40.5747399,-74.09991965,502,50,11202,SI45,5037320006,5054213,POINT (-74.09991965 40.5747399)
RAIN Middletown Senior Center,3035 Middletown Road,Director''s Office,Bronx,New York,10461,2,1,40.84434858,-73.82880425,210,13,26602,BX10,2041710024,2046141,POINT (-73.82880425 40.84434858)
FORTRESS INVESTMENTS,1345 6 AVENUE,46;47 GYM;45;47;RECEPTION;23RD; 26TH,Manhattan,New York,10105,20,9,40.76259829,-73.97845996,105,6,13700,MN17,1010070029,1083719,POINT (-73.97845996 40.76259829)
Queens Metropolitan High School,91-30 Metropolitan Avenue,Main Entrance - yellow Doors Metro Expeditionary,Queens,New York,11374,16,1,40.71135936,-73.85669802,406,29,64500,QN17,4038860800,4447233,POINT (-73.85669802 40.71135936)
"Interpublic Group of Companies, Inc",909 3 AVENUE,25th floor / adjacent to copy area,Manhattan,New York,10022,70,1,40.75873689,-73.96861769,106,4,10800,MN19,1013280001,1038570,POINT (-73.96861769 40.75873689)
"Jack Resnick & Sons, Inc.",110 EAST 59 STREET,Security - 1st Floor,Manhattan,New York,10022,0,1,40.76262362,-73.96915733,105,4,11203,MN19,1013130005,1037165,POINT (-73.96915733 40.76262362)
J.H.S. 143 Eleanor Roosevelt,511 West 182 Street,4th Floor-Opposite Rm 422,Manhattan,New York,10033,8,1,40.84890183,-73.93094738,112,10,26900,MN35,1021550035,1063703,POINT (-73.93094738 40.84890183)
JCC South Shore Senior Center,1297 Arthur Kill Road,Wall outside Senior Office,Staten Island,New York,10312,3,1,40.56533111,-74.18377328,503,51,22800,SI05,5059000105,5077603,POINT (-74.18377328 40.56533111)
A. Philip Randolph Campus High School,443 West 135 Street,6th Floor,Manhattan,New York,10031,21,1,40.81818176,-73.9503553,109,9,21703,MN06,1019570078,1059409,POINT (-73.9503553 40.81818176)
South Bronx Classical Charter School III,3458 Third Avenue,Third Floor near Stairwell,Bronx,New York,10456,6,1,40.82978658,-73.90640257,203,16,14500,BX01,2026097502,2128566,POINT (-73.90640257 40.82978658)
Suspension Hearing Office (Staten Island),"715 Ocean Terrace, Building J",Building J - Outside Rm J10,Staten Island,New York,10301,1,1,40.60874845,-74.10234414,502,50,17700,SI24,5006830001,5113169,POINT (-74.10234414 40.60874845)
St. Francis Prep High School,61-00 FRANCIS LEWIS BOULEVARD,security desk at school,Queens,New York,11365,131,1,40.74266493,-73.77543997,408,23,134700,QN41,4071280002,4438312,POINT (-73.77543997 40.74266493)
Achievement First Ujima High School,600 Central Avenue,outside stairway A room 416,Brooklyn,New York,11207,14,1,40.6890926,-73.90938816,304,37,41300,BK78,3034220035,3326454,POINT (-73.90938816 40.6890926)
P.S. 209 Margaret Mead,2609 East 7 Street,"4th Floor Hall, Outside Room 402",Brooklyn,New York,11235,10,1,40.58683781,-73.96198057,313,48,37000,BK19,3072440001,3196224,POINT (-73.96198057 40.58683781)
P.S. 134 Hollis,203-06 109 Avenue,Main Entrance,Queens,New York,11412,11,1,40.70798728,-73.75524315,412,27,50800,QN07,4109060001,4440330,POINT (-73.75524315 40.70798728)
P.S. 059 The Community School of Technology,2185 Bathgate Avenue,5th Floor,Bronx,New York,10457,8,1,40.85276803,-73.89352319,206,15,39500,BX01,2030490037,2011538,POINT (-73.89352319 40.85276803)
Longwood Preparatory Academy - GYM,991 Longwood Avenue,main entrance by security,Bronx,New York,10459,0,1,40.81717801,-73.89766647,202,17,8700,BX33,2027090001,2100984,POINT (-73.89766647 40.81717801)
Morgan Stanley - ISG - New York Metro - 1585 Broadway - Floor: U1,1585 BROADWAY,Floor: U1,Manhattan,New York,10036,4,20,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
P.S. 056 Harry Eichler,86-10 114 Street,1st floor by security,Queens,New York,11418,12,1,40.69918224,-73.83529856,409,29,13000,QN54,4092260057,4192689,POINT (-73.83529856 40.69918224)
P.S. 099 Isaac Asimov,1120 East 10 Street,Main Entrance,Brooklyn,New York,11230,8,1,40.62155776,-73.96559535,312,44,45400,BK46,3065350011,3171478,POINT (-73.96559535 40.62155776)
Leadership Prep Canarsie Middle Academy,1070 East 104 Street,3rd Floor outside 315,Brooklyn,New York,11236,2,1,40.64419515,-73.89226459,318,46,98600,BK50,3082300001,3326733,POINT (-73.89226459 40.64419515)
Manhattan West LLC,1015 MADISON AVENUE,2nd floor,Manhattan,New York,10075,8,1,40.77583488,-73.96246078,108,4,14200,MN40,1013930021,1041868,POINT (-73.96246078 40.77583488)
Con Edison - 111 Broadway,111 BROADWAY,-,Manhattan,New York,10006-1901,5,1,40.70847851,-74.01111292,101,1,1300,MN25,1000490002,1001029,POINT (-74.01111292 40.70847851)
Clara Barton High School,901 Classon Avenue,Main Entrance by School Safety,Brooklyn,New York,11225,16,1,40.66956009,-73.96196208,309,35,21300,BK63,3011880001,3029702,POINT (-73.96196208 40.66956009)
Morgan Stanley - ISG - New York Metro - Floor: 39,1585 BROADWAY,-,Manhattan,New York,10036,1,1,40.76020869,-73.98533366,105,3,12500,MN17,1010197502,1076193,POINT (-73.98533366 40.76020869)
The Matilda Avenue School (P.S. 483),4520 Matilda Avenue,Main Entrance,Bronx,New York,10470,5,1,40.90142209,-73.85439835,212,11,41400,BX62,2050800023,2097456,POINT (-73.85439835 40.90142209)
Mosaic Pre-K Center at 107-17 Northern Blvd (Q412),107-17 Northern Blvd,main entrance,Queens,New York,11368,6,1,40.75780418,-73.8616656,403,21,37300,QN27,4017020058,4042209,POINT (-73.8616656 40.75780418)
NYS Department of Financial Services,1 STATE STREET,#23,Manhattan,New York,10004,20,11,40.70240415,-74.01294766,101,1,900,MN25,1000090001,1000018,POINT (-74.01294766 40.70240415)
P.S. 3 Raul Julia Micro Society,2100 La Fontaine Avenue,Main Entrance,Bronx,New York,10457,9,1,40.8498904,-73.892288,206,15,37504,BX17,2030620043,2099356,POINT (-73.892288 40.8498904)
P037R@PS36 (R844),200 Jefferson Blvd,main entrance,Staten Island,New York,10308,5,1,40.54456723,-74.18173343,503,51,17005,SI01,5062620012,5107743,POINT (-74.18173343 40.54456723)
Department of Citywide Administrative Services,851 GRAND CONCOURSE,3RD FLOOR,Bronx,New York,10451,2,1,40.82604142,-73.92310138,204,16,6300,BX63,2024680001,2002869,POINT (-73.92310138 40.82604142)
Queens South Field Support Center,82-01 Rockaway Boulevard,2nd Floor Elevator Lobby,Queens,New York,11416,5,1,40.68418831,-73.85849454,409,32,3400,QN53,4090110014,4187180,POINT (-73.85849454 40.68418831)
Morgan Stanley - ISG - New York Metro - Floor: 13,1290 AVENUE OF THE AMERICAS,-,Manhattan,New York,10104,11,2,40.76085011,-73.97971672,105,4,10400,MN17,1012670001,1034510,POINT (-73.97971672 40.76085011)
Morgan Stanley - ISG - New York Metro - 522 5th Avenue - Floor: GF,522 5 AVENUE,Ground Floor,Manhattan,New York,10036,1,1,40.75450705,-73.98014457,105,4,9600,MN17,1012597502,1034212,POINT (-73.98014457 40.75450705)
Washington Heights Academy,202 Sherman Avenue,main entrance,Manhattan,New York,10034,9,1,40.86537764,-73.92113953,112,10,29300,MN01,1022260041,1081910,POINT (-73.92113953 40.86537764)
P.S. 048 Joseph R. Drake,1290 Spofford Avenue,outside 412,Bronx,New York,10474,7,1,40.81441773,-73.88695189,202,17,9300,BX27,2027660001,2006680,POINT (-73.88695189 40.81441773)
P.S. 230 Doris L. Cohen Upper School,1 ALBEMARLE ROAD,Main Entrance,Brooklyn,New York,11218,24,1,40.64500999,-73.98076105,312,39,49800,BK41,3053230032,3124109,POINT (-73.98076105 40.64500999)
Brookfield Properties - New York - 250 Vesey Street - Tower D,250 VESEY STREET,Tower D,Manhattan,New York,10281,17,5,40.71452196,-74.0156771,101,1,31703,MN25,1000160150,1000060,POINT (-74.0156771 40.71452196)
One World Trade Plaza,285 Fulton Street,C1 Lobby,Manhattan,New York,10007,32,1,40.71327345,-74.01281992,101,1,1300,MN25,1000580001,1088469,POINT (-74.01281992 40.71327345)
Mott Haven Academy Charter Elementary School,170 Brown Place,main entrance,Bronx,New York,10454,11,1,40.806374,-73.9211483,201,8,2500,BX39,2022630001,2000023,POINT (-73.9211483 40.806374)
Bronx Alliance Middle School,3750 Baychester Avenue,Main Entrance - SSA Desk,Bronx,New York,10466,0,1,40.88494632,-73.84052176,212,12,48400,BX03,2049350001,2066190,POINT (-73.84052176 40.88494632)
NYCDOT Ferry Division,1 BAY STREET,Austen Class vessels (2),Staten Island,New York,10301,100,4,40.64372588,-74.0727888,501,49,300,SI22,5000020001,5141706,POINT (-74.0727888 40.64372588)
Madame Tussads,234 WEST 42 STREET,1st floor by admission,Manhattan,New York,10036,10,1,40.75673969,-73.98865882,105,3,11300,MN17,1010130012,1024665,POINT (-73.98865882 40.75673969)
East Side Middle School,331 East 91 Street,Across from Rm 321,Manhattan,New York,10128,8,1,40.78069868,-73.94855265,108,5,15400,MN32,1015540032,1081267,POINT (-73.94855265 40.78069868)
American Society of Mechanical Engineers,2 PARK AVENUE,7th Floor,Manhattan,New York,10016,0,1,40.74606997,-73.98209233,105,4,7400,MN17,1008620029,1017019,POINT (-73.98209233 40.74606997)
Armstrong Teasdale - New York,919 3 AVENUE,Floor 37,Manhattan,New York,10022,5,1,40.7591348,-73.96833956,106,4,10800,MN19,1013290001,1038577,POINT (-73.96833956 40.7591348)
P.S. 199 Maurice A. Fitzgerald,39-20 48 Avenue,3rd Floor outside room 321,Queens,New York,11104,10,1,40.74008053,-73.92621419,402,26,18900,QN31,4002060003,4002915,POINT (-73.92621419 40.74008053)
P.S. 095 The Gravesend,345 Van Sicklen Street,room 338,Brooklyn,New York,11223,14,1,40.59569063,-73.97517966,315,44,39800,BK26,3071230066,3192661,POINT (-73.97517966 40.59569063)
Global Community Charter School,2350 Fifth Avenue,main entrance,Manhattan,New York,10037,11,1,40.8167412,-73.93474904,110,9,21400,MN03,1017390033,1053941,POINT (-73.93474904 40.8167412)
J.H.S. 220 John J. Pershing,4812 9th Avenue,outside room 407,Brooklyn,New York,11220,16,1,40.64077092,-74.00049004,312,43,10800,BK34,3007780023,3012824,POINT (-74.00049004 40.64077092)
CB Richard Ellis,1290 AVENUE OF THE AMERICAS,5th Floor,Manhattan,New York,10104,6,1,40.76085011,-73.97971672,105,4,10400,MN17,1012670001,1034510,POINT (-73.97971672 40.76085011)
ST. FRANCIS PREP HIGH SCHOOL,61-00 FRANCIS LEWIS BOULEVARD,"GYM,CAFETERIA,NURSE''S OFFICE,MAIN HALLWAY,BROTHER''S RESIDENCE,SPORTS",Queens,New York,11365,85,7,40.74266493,-73.77543997,408,23,134700,QN41,4071280002,4438312,POINT (-73.77543997 40.74266493)
"Walt Disney/ABC, Inc.",30 WEST 66 STREET,Stair Y-3rd Floor,Manhattan,New York,10023,180,1,40.77282549,-73.97973833,107,6,14900,MN14,1011187502,1028167,POINT (-73.97973833 40.77282549)
Bensonhurst Senior Center,7802 Bay Parkway,Lobby Security Desk,Brooklyn,New York,11214,1,1,40.6063618,-73.98923547,311,43,27000,BK28,3062640030,3162352,POINT (-73.98923547 40.6063618)
District 30 Pre-K Center at 27-35 Jackson Avenue (Q972),27-35 Jackson Avenue,Outside room 234,Queens,New York,11101,1,1,40.74794137,-73.9400787,402,26,1900,QN31,4004320008,4005127,POINT (-73.9400787 40.74794137)
Brookfield Properties - New York - 300 Madison Ave,300 MADISON AVENUE,-,Manhattan,New York,10017,53,8,40.75222882,-73.97971214,105,4,8200,MN20,1012760058,1085972,POINT (-73.97971214 40.75222882)
P.S. 21 Margaret Emery-Elm Park,168 Hooker Place,2nd Floor Inside Auditorium,Staten Island,New York,10302,12,1,40.63151519,-74.14429716,501,49,21300,SI28,5011350001,5026335,POINT (-74.14429716 40.63151519)
Greater NY Hospital Association,555 WEST 57 STREET,Suite 1156,Manhattan,New York,10019,41,1,40.77000254,-73.99065664,104,6,13500,MN15,1010867502,1027072,POINT (-73.99065664 40.77000254)
Los Sures Senior Center,201 South 4th Street,Director''s Office,Brooklyn,New York,11211,1,1,40.71087381,-73.96016014,301,34,52300,BK73,3024320025,3321304,POINT (-73.96016014 40.71087381)
